,Time,Hour,Peaje_Trans,Periodo_Trans,PMD,Ai1,Ai2,CG,Fi,Bi,Perd,TEAr1,TEAr2,TEAr,Peaje_Org,Periodo_Org,源文件
6870,2024-10-13 07:15:00,8,6.2TD,P6,64.97,2.8,0.0,,,,0.188,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6870,2024-10-13 07:30:00,8,6.2TD,P6,64.97,2.8,0.0,,,,0.188,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6870,2024-10-13 07:45:00,8,6.2TD,P6,64.97,2.8,0.0,,,,0.188,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6871,2024-10-13 08:00:00,9,6.2TD,P6,60.0,2.35,0.0,,,,0.182,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6871,2024-10-13 08:15:00,9,6.2TD,P6,60.0,2.35,0.0,,,,0.182,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6871,2024-10-13 08:30:00,9,6.2TD,P6,60.0,2.35,0.0,,,,0.182,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6871,2024-10-13 08:45:00,9,6.2TD,P6,60.0,2.35,0.0,,,,0.182,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6872,2024-10-13 09:00:00,10,6.2TD,P6,46.5,11.23,0.0,,,,0.167,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6872,2024-10-13 09:15:00,10,6.2TD,P6,46.5,11.23,0.0,,,,0.167,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6872,2024-10-13 09:30:00,10,6.2TD,P6,46.5,11.23,0.0,,,,0.167,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6872,2024-10-13 09:45:00,10,6.2TD,P6,46.5,11.23,0.0,,,,0.167,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6873,2024-10-13 10:00:00,11,6.2TD,P6,35.06,4.16,0.0,,,,0.152,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6873,2024-10-13 10:15:00,11,6.2TD,P6,35.06,4.16,0.0,,,,0.152,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6873,2024-10-13 10:30:00,11,6.2TD,P6,35.06,4.16,0.0,,,,0.152,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6873,2024-10-13 10:45:00,11,6.2TD,P6,35.06,4.16,0.0,,,,0.152,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6874,2024-10-13 11:00:00,12,6.2TD,P6,6.99,4.44,0.0,,,,0.151,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6874,2024-10-13 11:15:00,12,6.2TD,P6,6.99,4.44,0.0,,,,0.151,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6874,2024-10-13 11:30:00,12,6.2TD,P6,6.99,4.44,0.0,,,,0.151,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6874,2024-10-13 11:45:00,12,6.2TD,P6,6.99,4.44,0.0,,,,0.151,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6875,2024-10-13 12:00:00,13,6.2TD,P6,4.49,0.88,0.0,,,,0.147,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6875,2024-10-13 12:15:00,13,6.2TD,P6,4.49,0.88,0.0,,,,0.147,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6875,2024-10-13 12:30:00,13,6.2TD,P6,4.49,0.88,0.0,,,,0.147,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6875,2024-10-13 12:45:00,13,6.2TD,P6,4.49,0.88,0.0,,,,0.147,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6876,2024-10-13 13:00:00,14,6.2TD,P6,0.08,0.72,0.0,,,,0.144,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6876,2024-10-13 13:15:00,14,6.2TD,P6,0.08,0.72,0.0,,,,0.144,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6876,2024-10-13 13:30:00,14,6.2TD,P6,0.08,0.72,0.0,,,,0.144,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6876,2024-10-13 13:45:00,14,6.2TD,P6,0.08,0.72,0.0,,,,0.144,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6877,2024-10-13 14:00:00,15,6.2TD,P6,0.0,0.73,0.0,,,,0.145,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6877,2024-10-13 14:15:00,15,6.2TD,P6,0.0,0.73,0.0,,,,0.145,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6877,2024-10-13 14:30:00,15,6.2TD,P6,0.0,0.73,0.0,,,,0.145,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6877,2024-10-13 14:45:00,15,6.2TD,P6,0.0,0.73,0.0,,,,0.145,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6878,2024-10-13 15:00:00,16,6.2TD,P6,0.0,0.76,0.0,,,,0.155,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6878,2024-10-13 15:15:00,16,6.2TD,P6,0.0,0.76,0.0,,,,0.155,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6878,2024-10-13 15:30:00,16,6.2TD,P6,0.0,0.76,0.0,,,,0.155,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6878,2024-10-13 15:45:00,16,6.2TD,P6,0.0,0.76,0.0,,,,0.155,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6879,2024-10-13 16:00:00,17,6.2TD,P6,6.8,1.26,0.0,,,,0.17,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6879,2024-10-13 16:15:00,17,6.2TD,P6,6.8,1.26,0.0,,,,0.17,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6879,2024-10-13 16:30:00,17,6.2TD,P6,6.8,1.26,0.0,,,,0.17,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6879,2024-10-13 16:45:00,17,6.2TD,P6,6.8,1.26,0.0,,,,0.17,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6880,2024-10-13 17:00:00,18,6.2TD,P6,31.28,4.34,0.0,,,,0.179,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6880,2024-10-13 17:15:00,18,6.2TD,P6,31.28,4.34,0.0,,,,0.179,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6880,2024-10-13 17:30:00,18,6.2TD,P6,31.28,4.34,0.0,,,,0.179,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6880,2024-10-13 17:45:00,18,6.2TD,P6,31.28,4.34,0.0,,,,0.179,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6881,2024-10-13 18:00:00,19,6.2TD,P6,62.82,7.47,0.0,,,,0.178,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6881,2024-10-13 18:15:00,19,6.2TD,P6,62.82,7.47,0.0,,,,0.178,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6881,2024-10-13 18:30:00,19,6.2TD,P6,62.82,7.47,0.0,,,,0.178,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6881,2024-10-13 18:45:00,19,6.2TD,P6,62.82,7.47,0.0,,,,0.178,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6882,2024-10-13 19:00:00,20,6.2TD,P6,93.08,5.97,0.0,,,,0.174,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6882,2024-10-13 19:15:00,20,6.2TD,P6,93.08,5.97,0.0,,,,0.174,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6882,2024-10-13 19:30:00,20,6.2TD,P6,93.08,5.97,0.0,,,,0.174,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6882,2024-10-13 19:45:00,20,6.2TD,P6,93.08,5.97,0.0,,,,0.174,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6883,2024-10-13 20:00:00,21,6.2TD,P6,116.97,1.76,0.0,,,,0.167,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6883,2024-10-13 20:15:00,21,6.2TD,P6,116.97,1.76,0.0,,,,0.167,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6883,2024-10-13 20:30:00,21,6.2TD,P6,116.97,1.76,0.0,,,,0.167,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6883,2024-10-13 20:45:00,21,6.2TD,P6,116.97,1.76,0.0,,,,0.167,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6884,2024-10-13 21:00:00,22,6.2TD,P6,121.28,2.41,1.0,,,,0.165,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6884,2024-10-13 21:15:00,22,6.2TD,P6,121.28,2.41,1.0,,,,0.165,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6884,2024-10-13 21:30:00,22,6.2TD,P6,121.28,2.41,1.0,,,,0.165,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6884,2024-10-13 21:45:00,22,6.2TD,P6,121.28,2.41,1.0,,,,0.165,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6885,2024-10-13 22:00:00,23,6.2TD,P6,102.78,1.2,1.07,,,,0.168,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6885,2024-10-13 22:15:00,23,6.2TD,P6,102.78,1.2,1.07,,,,0.168,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6885,2024-10-13 22:30:00,23,6.2TD,P6,102.78,1.2,1.07,,,,0.168,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6885,2024-10-13 22:45:00,23,6.2TD,P6,102.78,1.2,1.07,,,,0.168,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6886,2024-10-13 23:00:00,24,6.2TD,P6,93.56,1.29,1.15,,,,0.178,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6886,2024-10-13 23:15:00,24,6.2TD,P6,93.56,1.29,1.15,,,,0.178,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6886,2024-10-13 23:30:00,24,6.2TD,P6,93.56,1.29,1.15,,,,0.178,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6886,2024-10-13 23:45:00,24,6.2TD,P6,93.56,1.29,1.15,,,,0.178,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241013
6887,2024-10-14 00:00:00,1,6.2TD,P6,93.98,0.66,1.21,,,,0.187,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241014
6887,2024-10-14 00:15:00,1,6.2TD,P6,93.98,0.66,1.21,,,,0.187,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241014
6887,2024-10-14 00:30:00,1,6.2TD,P6,93.98,0.66,1.21,,,,0.187,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241014
6887,2024-10-14 00:45:00,1,6.2TD,P6,93.98,0.66,1.21,,,,0.187,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241014
6888,2024-10-14 01:00:00,2,6.2TD,P6,85.23,1.04,0.0,,,,0.198,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241014
6888,2024-10-14 01:15:00,2,6.2TD,P6,85.23,1.04,0.0,,,,0.198,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241014
6888,2024-10-14 01:30:00,2,6.2TD,P6,85.23,1.04,0.0,,,,0.198,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241014
6888,2024-10-14 01:45:00,2,6.2TD,P6,85.23,1.04,0.0,,,,0.198,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241014
6889,2024-10-14 02:00:00,3,6.2TD,P6,85.75,1.0,0.0,,,,0.201,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241014
6889,2024-10-14 02:15:00,3,6.2TD,P6,85.75,1.0,0.0,,,,0.201,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241014
6889,2024-10-14 02:30:00,3,6.2TD,P6,85.75,1.0,0.0,,,,0.201,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241014
6889,2024-10-14 02:45:00,3,6.2TD,P6,85.75,1.0,0.0,,,,0.201,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241014
6890,2024-10-14 03:00:00,4,6.2TD,P6,83.83,1.09,0.0,,,,0.202,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241014
6890,2024-10-14 03:15:00,4,6.2TD,P6,83.83,1.09,0.0,,,,0.202,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241014
6890,2024-10-14 03:30:00,4,6.2TD,P6,83.83,1.09,0.0,,,,0.202,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241014
6890,2024-10-14 03:45:00,4,6.2TD,P6,83.83,1.09,0.0,,,,0.202,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241014
6891,2024-10-14 04:00:00,5,6.2TD,P6,85.23,1.02,0.0,,,,0.2,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241014
6891,2024-10-14 04:15:00,5,6.2TD,P6,85.23,1.02,0.0,,,,0.2,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241014
6891,2024-10-14 04:30:00,5,6.2TD,P6,85.23,1.02,0.0,,,,0.2,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241014
6891,2024-10-14 04:45:00,5,6.2TD,P6,85.23,1.02,0.0,,,,0.2,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241014
6892,2024-10-14 05:00:00,6,6.2TD,P6,93.74,0.66,0.0,,,,0.191,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241014
6892,2024-10-14 05:15:00,6,6.2TD,P6,93.74,0.66,0.0,,,,0.191,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241014
6892,2024-10-14 05:30:00,6,6.2TD,P6,93.74,0.66,0.0,,,,0.191,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241014
6892,2024-10-14 05:45:00,6,6.2TD,P6,93.74,0.66,0.0,,,,0.191,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241014
6893,2024-10-14 06:00:00,7,6.2TD,P6,102.0,0.5,1.12,,,,0.17,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241014
6893,2024-10-14 06:15:00,7,6.2TD,P6,102.0,0.5,1.12,,,,0.17,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241014
6893,2024-10-14 06:30:00,7,6.2TD,P6,102.0,0.5,1.12,,,,0.17,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241014
6893,2024-10-14 06:45:00,7,6.2TD,P6,102.0,0.5,1.12,,,,0.17,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241014
6894,2024-10-14 07:00:00,8,6.2TD,P6,122.86,0.59,0.97,,,,0.158,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241014
6894,2024-10-14 07:15:00,8,6.2TD,P6,122.86,0.59,0.97,,,,0.158,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241014
6894,2024-10-14 07:30:00,8,6.2TD,P6,122.86,0.59,0.97,,,,0.158,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241014
6894,2024-10-14 07:45:00,8,6.2TD,P6,122.86,0.59,0.97,,,,0.158,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241014
6895,2024-10-14 08:00:00,9,6.2TD,P2,155.0,1.7,0.93,,,,0.185,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20241014
6895,2024-10-14 08:15:00,9,6.2TD,P2,155.0,1.7,0.93,,,,0.185,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20241014
6895,2024-10-14 08:30:00,9,6.2TD,P2,155.0,1.7,0.93,,,,0.185,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20241014
6895,2024-10-14 08:45:00,9,6.2TD,P2,155.0,1.7,0.93,,,,0.185,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20241014
6896,2024-10-14 09:00:00,10,6.2TD,P2,122.86,5.72,0.91,,,,0.149,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20241014
6896,2024-10-14 09:15:00,10,6.2TD,P2,122.86,5.72,0.91,,,,0.149,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20241014
6896,2024-10-14 09:30:00,10,6.2TD,P2,122.86,5.72,0.91,,,,0.149,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20241014
6896,2024-10-14 09:45:00,10,6.2TD,P2,122.86,5.72,0.91,,,,0.149,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20241014
6897,2024-10-14 10:00:00,11,6.2TD,P1,111.54,1.58,0.9,,,,0.145,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20241014
6897,2024-10-14 10:15:00,11,6.2TD,P1,111.54,1.58,0.9,,,,0.145,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20241014
6897,2024-10-14 10:30:00,11,6.2TD,P1,111.54,1.58,0.9,,,,0.145,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20241014
6897,2024-10-14 10:45:00,11,6.2TD,P1,111.54,1.58,0.9,,,,0.145,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20241014
6898,2024-10-14 11:00:00,12,6.2TD,P1,92.5,3.11,0.9,,,,0.143,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20241014
6898,2024-10-14 11:15:00,12,6.2TD,P1,92.5,3.11,0.9,,,,0.143,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20241014
6898,2024-10-14 11:30:00,12,6.2TD,P1,92.5,3.11,0.9,,,,0.143,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20241014
6898,2024-10-14 11:45:00,12,6.2TD,P1,92.5,3.11,0.9,,,,0.143,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20241014
6899,2024-10-14 12:00:00,13,6.2TD,P1,85.7,1.37,0.89,,,,0.141,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20241014
6899,2024-10-14 12:15:00,13,6.2TD,P1,85.7,1.37,0.89,,,,0.141,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20241014
6899,2024-10-14 12:30:00,13,6.2TD,P1,85.7,1.37,0.89,,,,0.141,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20241014
6899,2024-10-14 12:45:00,13,6.2TD,P1,85.7,1.37,0.89,,,,0.141,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20241014
6900,2024-10-14 13:00:00,14,6.2TD,P1,78.42,2.01,0.87,,,,0.139,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20241014
6900,2024-10-14 13:15:00,14,6.2TD,P1,78.42,2.01,0.87,,,,0.139,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20241014
6900,2024-10-14 13:30:00,14,6.2TD,P1,78.42,2.01,0.87,,,,0.139,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20241014
6900,2024-10-14 13:45:00,14,6.2TD,P1,78.42,2.01,0.87,,,,0.139,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20241014
6901,2024-10-14 14:00:00,15,6.2TD,P2,74.16,2.01,0.88,,,,0.16,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20241014
6901,2024-10-14 14:15:00,15,6.2TD,P2,74.16,2.01,0.88,,,,0.16,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20241014
6901,2024-10-14 14:30:00,15,6.2TD,P2,74.16,2.01,0.88,,,,0.16,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20241014
6901,2024-10-14 14:45:00,15,6.2TD,P2,74.16,2.01,0.88,,,,0.16,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20241014
6902,2024-10-14 15:00:00,16,6.2TD,P2,73.07,1.97,0.91,,,,0.171,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20241014
6902,2024-10-14 15:15:00,16,6.2TD,P2,73.07,1.97,0.91,,,,0.171,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20241014
6902,2024-10-14 15:30:00,16,6.2TD,P2,73.07,1.97,0.91,,,,0.171,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20241014
6902,2024-10-14 15:45:00,16,6.2TD,P2,73.07,1.97,0.91,,,,0.171,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20241014
6903,2024-10-14 16:00:00,17,6.2TD,P2,71.2,1.79,0.91,,,,0.182,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20241014
6903,2024-10-14 16:15:00,17,6.2TD,P2,71.2,1.79,0.91,,,,0.182,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20241014
6903,2024-10-14 16:30:00,17,6.2TD,P2,71.2,1.79,0.91,,,,0.182,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20241014
6903,2024-10-14 16:45:00,17,6.2TD,P2,71.2,1.79,0.91,,,,0.182,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20241014
6904,2024-10-14 17:00:00,18,6.2TD,P2,97.46,4.43,0.92,,,,0.188,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20241014
6904,2024-10-14 17:15:00,18,6.2TD,P2,97.46,4.43,0.92,,,,0.188,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20241014
6904,2024-10-14 17:30:00,18,6.2TD,P2,97.46,4.43,0.92,,,,0.188,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20241014
6904,2024-10-14 17:45:00,18,6.2TD,P2,97.46,4.43,0.92,,,,0.188,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20241014
6905,2024-10-14 18:00:00,19,6.2TD,P1,121.04,7.27,0.92,,,,0.168,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20241014
6905,2024-10-14 18:15:00,19,6.2TD,P1,121.04,7.27,0.92,,,,0.168,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20241014
6905,2024-10-14 18:30:00,19,6.2TD,P1,121.04,7.27,0.92,,,,0.168,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20241014
6905,2024-10-14 18:45:00,19,6.2TD,P1,121.04,7.27,0.92,,,,0.168,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20241014
6906,2024-10-14 19:00:00,20,6.2TD,P1,161.89,6.83,0.9,,,,0.166,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20241014
6906,2024-10-14 19:15:00,20,6.2TD,P1,161.89,6.83,0.9,,,,0.166,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20241014
6906,2024-10-14 19:30:00,20,6.2TD,P1,161.89,6.83,0.9,,,,0.166,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20241014
6906,2024-10-14 19:45:00,20,6.2TD,P1,161.89,6.83,0.9,,,,0.166,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20241014
6907,2024-10-14 20:00:00,21,6.2TD,P1,178.61,2.43,0.85,,,,0.16,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20241014
6907,2024-10-14 20:15:00,21,6.2TD,P1,178.61,2.43,0.85,,,,0.16,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20241014
6907,2024-10-14 20:30:00,21,6.2TD,P1,178.61,2.43,0.85,,,,0.16,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20241014
6907,2024-10-14 20:45:00,21,6.2TD,P1,178.61,2.43,0.85,,,,0.16,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20241014
6908,2024-10-14 21:00:00,22,6.2TD,P1,128.9,1.25,0.87,,,,0.161,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20241014
6908,2024-10-14 21:15:00,22,6.2TD,P1,128.9,1.25,0.87,,,,0.161,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20241014
6908,2024-10-14 21:30:00,22,6.2TD,P1,128.9,1.25,0.87,,,,0.161,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20241014
6908,2024-10-14 21:45:00,22,6.2TD,P1,128.9,1.25,0.87,,,,0.161,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20241014
6909,2024-10-14 22:00:00,23,6.2TD,P2,100.24,1.52,0.97,,,,0.186,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20241014
6909,2024-10-14 22:15:00,23,6.2TD,P2,100.24,1.52,0.97,,,,0.186,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20241014
6909,2024-10-14 22:30:00,23,6.2TD,P2,100.24,1.52,0.97,,,,0.186,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20241014
6909,2024-10-14 22:45:00,23,6.2TD,P2,100.24,1.52,0.97,,,,0.186,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20241014
6910,2024-10-14 23:00:00,24,6.2TD,P2,94.8,1.97,1.06,,,,0.196,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20241014
6910,2024-10-14 23:15:00,24,6.2TD,P2,94.8,1.97,1.06,,,,0.196,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20241014
6910,2024-10-14 23:30:00,24,6.2TD,P2,94.8,1.97,1.06,,,,0.196,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20241014
6910,2024-10-14 23:45:00,24,6.2TD,P2,94.8,1.97,1.06,,,,0.196,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20241014
6911,2024-10-15 00:00:00,1,6.2TD,P6,82.19,0.98,1.09,,,,0.181,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241015
6911,2024-10-15 00:15:00,1,6.2TD,P6,82.19,0.98,1.09,,,,0.181,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241015
6911,2024-10-15 00:30:00,1,6.2TD,P6,82.19,0.98,1.09,,,,0.181,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241015
6911,2024-10-15 00:45:00,1,6.2TD,P6,82.19,0.98,1.09,,,,0.181,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241015
6912,2024-10-15 01:00:00,2,6.2TD,P6,79.99,1.09,1.14,,,,0.187,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241015
6912,2024-10-15 01:15:00,2,6.2TD,P6,79.99,1.09,1.14,,,,0.187,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241015
6912,2024-10-15 01:30:00,2,6.2TD,P6,79.99,1.09,1.14,,,,0.187,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241015
6912,2024-10-15 01:45:00,2,6.2TD,P6,79.99,1.09,1.14,,,,0.187,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241015
6913,2024-10-15 02:00:00,3,6.2TD,P6,80.0,2.98,1.18,,,,0.191,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241015
6913,2024-10-15 02:15:00,3,6.2TD,P6,80.0,2.98,1.18,,,,0.191,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20241015
